Rank	 Temple	 Points	 Change	 MahaBig Books	 Big Books	 Medium Books	 Small Books	 Mags	 BTG Subs	 Sets	 Latitude	 Longitude	Year
102	Prague 	9387.45	-6	2528	3262	3	3827	1112	0	0	50.0755381	14.4378005	1/1/2014
103	Vladivostok 	9239.5	-13	2329	2149	2898	3934	0	0	0	43.1737387	132.0064506	1/1/2014
104	Yaroslavl 	9177.75	4	2661	1113	2282	6407	0	0	0	57.6260744	39.8844708	1/1/2014
105	Wellington 	8636.15	12	1371	4677	304	3555	1764	0	13	-41.2864603	174.776236	1/1/2014
106	Recife 	8446.7	0	282	2554	995	19164	402	0	0	-8.0578381	-34.8828969	1/1/2014
107	Rome 	8272.5	49	709	0	13709	0	0	0	0	41.9027835	12.4963655	1/1/2014
108	Odessa 	8216.75	-11	3329	160	1204	3187	0	0	0	46.482526	30.7233095	1/1/2014
109	Accra 	8210.95	144	1103	1706	1037	15113	22	0	0	5.6037168	-0.1869644	1/1/2014
110	Volgograd 	8179.25	0	1556	1801	3876	5313	0	0	0	48.708048	44.5133034	1/1/2014
111	Izevsk 	7374.5	66	1898	708	2705	5592	1200	0	0	56.8618601	53.2324285	1/1/2014
112	Chittagong-Prab	7318.9	-62	2094	655	643	7086	2822	53	0	22.3475365	91.8123324	1/1/2014
113	Miami 	7268	65	1735	492	375	6542	14654	4	2	25.7616798	-80.1917902	1/1/2014
114	Herson 	7058.75	0	2986	215	1099	1289	0	0	0	46.635417	32.616867	1/1/2014
115	New York Harina	7012	0	1858	1160	956	6632	0	0	0	40.7127837	-74.0059413	1/1/2014
116	Villa Vrndavana	6708.8	-11	1484	0	7424	0	269	1	0	27.4966225	77.6920312	1/1/2014
117	Berkeley 	6607.85	109	1185	1805	2936	3669	476	0	0	37.8715926	-122.272747	1/1/2014
118	World Harinama	6418.95	0	1124	1103	1554	9133	77	0	1	null	null	1/1/2014
119	Vilnius 	6301.25	-1	1202	856	1427	9311	0	0	0	54.6871555	25.2796514	1/1/2014
120	Bhaktiloka 	6260.75	-12	743	3626	0	4595	0	0	0	3.589085	98.680571	1/1/2014
121	Sao Paulo 	6179	181	511	3226	808	6108	0	0	0	-23.5505199	-46.6333094	1/1/2014
122	Rovno 	6170.5	142	2265	393	901	3188	0	0	0	50.6199	26.251617	1/1/2014
123	Chelyabinsk 	6135.85	-65	1324	542	1524	8475	651	0	0	55.1644419	61.4368431	1/1/2014
124	Kanpur 	6000	0	3000	0	0	0	0	0	0	26.449923	80.3318736	1/1/2014
125	Philadelphia 	5787.4	-56	2135	80	538	3190	2389	30	15	39.9525839	-75.1652215	1/1/2014
126	Batticaloa 	5764.75	0	2467	617	107	501	350	0	18	7.7309971	81.6747295	1/1/2014
127	Naperville 	5730.7	197	2363	290	628	1338	442	5	59	41.7508391	-88.1535352	1/1/2014
128	Kishinev 	5619.25	6	1808	775	1353	2207	0	0	0	47.0104529	28.8638103	1/1/2014
129	Ufa 	5614.25	0	1373	552	2386	4493	0	0	0	54.7387621	55.9720554	1/1/2014
130	Tomsk 	5589	44	1308	1641	1606	2116	0	0	0	56.5010397	84.9924506	1/1/2014
131	New Orleans 	5436	-40	2	0	4787	12154	0	0	0	29.9510658	-90.0715323	1/1/2014
132	Brahmapur 	5399.75	-59	1884	889	429	1873	600	0	0	19.3149618	84.7940911	1/1/2014
133	Malaysia BBT MO	5146.35	0	1534	288	174	6769	111	0	11	4.210484	101.975766	1/1/2014
134	Mar Del Plata 	4809.65	0	250	397	2586	10099	949	0	0	-38.0054771	-57.5426106	1/1/2014
135	Simferopol 	4313	-18	1258	930	978	1512	0	0	0	44.952117	34.102417	1/1/2014
136	Vrajabhumi 	4295.75	-57	53	1752	472	8807	0	0	0	null	null	1/1/2014
137	Vancouver 	4177.85	9	1323	237	1527	701	569	68	1	45.6387281	-122.6614861	1/1/2014
138	Kisumu 	4068	-12	1492	438	306	1900	123	3	0	-0.0917016	34.7679568	1/1/2014
139	Lima 	4018	999	111	8	664	13824	0	0	0	-12.046374	-77.0427934	1/1/2014
140	Towaco	3817.5	-7	1765	0	0	1150	0	0	15	40.9232019	-74.3439578	1/1/2014
141	Montevideo 	3755.4	-32	22	15	426	13900	84	0	0	-34.9011127	-56.1645314	1/1/2014
142	Brisbane 	3735.2	-67	624	534	2662	1228	3152	0	9	-27.4710107	153.0234489	1/1/2014
143	Spain BBT 	3678.5	0	708	599	464	5726	0	0	0	null	null	1/1/2014
144	Ljubljana 	3578	-9	353	590	2755	3618	0	0	0	46.0569465	14.5057515	1/1/2014
145	Kirov 	3471.5	77	1084	86	2265	340	0	0	0	58.6035321	49.6667983	1/1/2014
146	Malaysia TSKP 	3468.95	0	764	213	269	6291	207	0	7	4.210484	101.975766	1/1/2014
147	Secunderabad 	3418.5	0	1675	46	21	48	0	0	41	17.4399295	78.4982741	1/1/2014
148	New York Queens	3398.7	310	1277	119	176	2338	532	0	0	40.7282239	-73.7948516	1/1/2014
149	Madrid 	3284.75	-18	349	1389	356	4079	0	0	0	40.4167754	-3.7037902	1/1/2014
150	Lagos 	3188.75	0	508	778	742	3887	520	0	1	6.5243793	3.3792057	1/1/2014
151	Kovrov 	3141	197	403	415	1898	3864	50	0	0	56.356769	41.3226311	1/1/2014
152	Vorkuta 	3114.5	144	739	827	979	1280	0	0	0	67.4968967	64.0602175	1/1/2014
153	Montreal TSKP 	2969	0	900	364	512	2126	175	0	0	45.5016889	-73.567256	1/1/2014
154	Copenhagen 	2948	0	989	363	0	2428	0	0	0	55.6760968	12.5683371	1/1/2014
155	Karaganda 	2805.25	0	1234	148	131	495	0	0	0	49.8046835	73.1093826	1/1/2014
156	Monterrey 	2804.75	-54	46	40	219	10253	0	0	0	25.6866142	-100.3161126	1/1/2014
157	Sarajevo 	2767	-54	1091	338	303	382	0	0	0	43.8562586	18.4130763	1/1/2014
158	Lenasia 	2653.15	-22	549	173	533	3797	1664	0	15	-26.3335179	27.8663075	1/1/2014
159	Munich 	2633	-30	794	770	550	0	0	0	0	48.1351253	11.5819806	1/1/2014
160	Franco da Rocha	2607.75	-44	118	493	334	6847	0	0	0	-23.3233727	-46.7294577	1/1/2014
161	Guadalajara 	2605.5	-33	109	139	412	8170	0	0	0	20.6596988	-103.3496092	1/1/2014
162	Houston 	2514.9	22	441	962	710	1218	114	0	27	29.7604267	-95.3698028	1/1/2014
163	Rio de Janeiro	2399.5	-2	92	1126	99	4160	0	0	0	-22.9068467	-43.1728965	1/1/2014
164	Astana 	2388.25	0	486	109	243	933	2286	381	0	51.1605227	71.4703558	1/1/2014
165	Belo Horizonte Web	2336	-26	116	316	720	5712	0	0	0	-19.9052969	-43.9635593	1/1/2014
166	New Govardhana	2310.75	-10	556	398	1171	861	0	0	0	28.5490104	77.2515992	1/1/2014
167	Severodvinsk 	2298.75	-26	580	517	834	819	0	0	0	64.5661757	39.8505981	1/1/2014
168	Skudai 	2151.1	0	648	316	310	1414	306	0	2	1.537909	103.6622279	1/1/2014
169	Zurich 	2128.25	52	400	777	936	333	0	0	5	47.3686498	8.5391825	1/1/2014
170	Itajai 	2066.6	-54	163	361	394	4730	1	0	0	-26.9105964	-48.6709514	1/1/2014
171	Arusha 	2042.75	-54	192	1158	0	2003	0	0	0	-3.372301	36.6944136	1/1/2014
172	Zaporozhye 	2028	0	429	358	897	1454	0	0	0	47.8388	35.139567	1/1/2014
173	Tokyo 	1887	0	782	323	0	0	0	0	0	35.6894875	139.6917064	1/1/2014
174	Florianopolis 	1819	299	7	1167	0	2552	0	0	0	-27.5953778	-48.5480499	1/1/2014
175	Seremban 	1814.65	0	463	552	136	959	289	0	0	2.725889	101.9378239	1/1/2014
176	Naval Kunda 	1699.5	0	370	913	11	164	0	0	0	null	null	1/1/2014
177	Genova 	1666	0	773	0	240	0	0	0	0	44.4056499	8.946256	1/1/2014
178	Sandton 	1647.25	0	429	0	329	2499	0	0	10	-26.1075663	28.0567007	1/1/2014
179	Zagreb 	1563	0	69	231	1692	1392	0	0	0	45.8150108	15.981919	1/1/2014
180	Columbus 	1521.3	-58	466	224	498	456	23	0	2	39.9611755	-82.9987942	1/1/2014
181	Sarapul 	1519	0	3	80	1342	3048	0	0	0	56.4539288	53.7742185	1/1/2014
182	Bangkok 	1498	0	464	300	40	0	2500	0	0	13.7563309	100.5017651	1/1/2014
183	Kinshasa 	1479.5	-31	355	384	355	832	0	0	0	-4.4419311	15.2662931	1/1/2014
184	Vologda 	1445	-5	187	608	261	1330	0	0	0	59.2180665	39.8978052	1/1/2014
185	Krishna Culture	1413.3	-13	519	98	414	138	358	0	7	36.66325	-4.507273	1/1/2014
186	St. Louis 	1337.5	0	384	265	410	386	30	0	1	38.6270025	-90.1994042	1/1/2014
187	Bologna 	1308.5	-11	521	0	533	0	0	0	0	44.494887	11.3426163	1/1/2014
188	Bukit-Mertajam	1268.5	0	272	46	30	2654	0	0	12	5.365458	100.4590091	1/1/2014
189	Radhadesh 	1236.5	0	9	1001	94	682	0	0	0	null	null	1/1/2014
190	Donetsk 	1230.25	-78	325	150	92	1537	0	0	0	48.015883	37.80285	1/1/2014
191	Calgary 	1221.25	0	106	335	234	229	600	100	12	51.0486151	-114.0708459	1/1/2014
192	Perth 	1219.1	-70	245	36	911	744	516	0	2	-31.9535132	115.8570471	1/1/2014
193	Campina Grande	1218.8	0	18	240	266	3228	28	0	0	-7.2223667	-35.8734667	1/1/2014
194	Porto 	1211.75	0	62	189	226	3137	15	0	0	41.1579438	-8.6291053	1/1/2014
195	Cape Town 	1169.5	60	148	42	11	3280	60	0	0	-33.9248685	18.4240553	1/1/2014
196	Midrand 	1140	0	231	38	262	2036	0	0	8	-25.9991795	28.1262927	1/1/2014
197	Cintamani Dhama	1126.25	-35	269	422	223	219	0	0	6	null	null	1/1/2014
198	Thailand TSKP 	1120	0	0	0	0	0	11200	0	0	null	null	1/1/2014
199	Gaborone 	1119.25	-26	235	69	166	877	690	110	0	-24.6282079	25.9231471	1/1/2014
200	Dublin 	1118.5	0	419	0	42	1038	0	0	0	53.3498053	-6.2603097	1/1/2014
201	Portugal BBT 	1093	0	44	150	328	2764	0	0	0	null	null	1/1/2014
202	Cologne	1086	-39	302	210	544	0	0	0	0	50.937531	6.9602786	1/1/2014
203	Jeleznogorsk 	1051.55	60	285	245	207	517	38	0	0	52.3332892	35.3669551	1/1/2014
204	Lutsk 	1028.75	153	307	78	96	1155	0	0	0	50.747233	25.325383	1/1/2014
205	Bon Accueil 	1026	-77	115	96	128	2544	0	0	0	47.6239247	-1.8319403	1/1/2014
206	Magnitogorsk 	908.5	-47	291	117	69	700	0	0	0	53.4129429	59.0016233	1/1/2014
207	Bandar Putra 	904	-11	432	0	0	160	0	0	4	1.650487	103.627669	1/1/2014
208	Tiraspol 	879.5	-35	351	14	96	462	0	0	0	46.848185	29.596805	1/1/2014
209	Rybinsk 	852.5	40	188	298	93	528	0	0	0	58.057486	38.8116968	1/1/2014
210	Minneapolis 	839	0	264	57	83	850	0	0	4	44.977753	-93.2650108	1/1/2014
211	Salvador 	838.8	0	175	31	49	1678	138	0	0	13.794185	-88.89653	1/1/2014
212	Klang 	827	0	240	20	0	1308	0	0	0	3.044917	101.4455621	1/1/2014
213	German Congrega	782	-48	168	274	344	0	0	0	0	null	null	1/1/2014
214	Cherepovets 	774.5	35	270	122	165	120	0	0	0	59.132333	37.9091811	1/1/2014
215	Ariel 	750	0	0	0	1500	0	0	0	0	45.9567789	-122.5709345	1/1/2014
216	Chosica 	748.5	0	48	0	102	2406	0	0	0	-11.9244445	-76.6990172	1/1/2014
217	Mombasa 	741.3	68	288	59	95	180	138	0	1	-4.0434771	39.6682065	1/1/2014
218	Gelugor 	718.5	0	244	23	57	716	0	0	0	5.369118	100.3096991	1/1/2014
219	Mpumalanga 	691.75	277	13	44	75	2337	0	0	1	-29.8039699	30.6314948	1/1/2014
220	Lome 	668	71	9	211	714	328	0	0	0	6.1724969	1.2313618	1/1/2014
221	Sarov 	651.55	-73	215	147	86	83	108	0	0	54.9342792	43.3252503	1/1/2014
222	Hale Krishna Ha	613.7	84	99	182	288	262	242	0	1	null	null	1/1/2014
223	Cusco 	608.75	0	300	0	0	35	0	0	0	-13.53195	-71.9674626	1/1/2014
224	Pietermaritzbur	563.85	0	103	11	3	1381	1	0	0	-29.6006068	30.3794118	1/1/2014
225	Shui 	556.75	0	23	30	535	853	0	0	0	30.4811851	120.1871399	1/1/2014
226	Porto Alegre 	541.75	-75	13	50	158	1547	0	0	0	-30.0346471	-51.2176584	1/1/2014
227	Santo Domingo 	539.75	95	77	94	5	1157	0	0	0	18.4860575	-69.9312117	1/1/2014
228	Gaura Vrndavana	505.25	0	25	127	133	1047	0	0	0	27.5759477	77.7008509	1/1/2014
229	Blantyre 	497.75	-37	62	147	0	907	0	0	0	-15.7666707	35.0167866	1/1/2014
230	Taiping 	493	0	168	2	0	620	0	0	0	4.851932	100.7416339	1/1/2014
231	Las Vegas 	471.25	0	67	137	40	721	0	0	0	36.1699412	-115.1398296	1/1/2014
232	Alor Setar 	464.7	0	65	46	55	1018	67	0	0	6.1248	100.3678178	1/1/2014
233	Lvov 	455.5	-32	164	1	172	162	0	0	0	49.839683	24.029717	1/1/2014
234	Vinniza 	432.25	-3	166	27	46	201	0	0	0	49.233083	28.468217	1/1/2014
235	Vladimir 	407.25	0	97	86	76	357	0	0	0	56.1445956	40.4178686	1/1/2014
236	Stellenbosch 	402.5	68	8	23	60	1334	0	0	0	-33.9321045	18.860152	1/1/2014
237	N-Tagil 	394.25	-78	67	146	115	227	0	0	0	57.9371145	59.9600363	1/1/2014
238	Mexico Youth To	390.75	-31	30	84	0	987	0	0	0	null	null	1/1/2014
239	Wiesbaden 	389.5	86	131	95	65	0	0	0	0	50.0782184	8.2397608	1/1/2014
240	Dar es Salaam 	356.5	-38	158	23	2	66	0	0	0	-6.7663054	39.1959729	1/1/2014
241	Sungei Petani 	342	0	166	10	0	0	0	0	0	5.643589	100.4894179	1/1/2014
242	Centro Studi Bh	332	-60	156	0	40	0	0	0	0	-23.3571189	-51.1397419	1/1/2014
243	Kurgan 	307	-64	84	0	28	500	0	0	0	55.4649113	65.3053512	1/1/2014
244	San Antonio 	303.75	-72	115	16	41	149	0	0	0	29.4241219	-98.4936282	1/1/2014
245	Joao Pessoa 	295	-87	13	91	35	638	10	0	0	-7.1194958	-34.8450118	1/1/2014
246	Paris 	291.75	0	90	10	108	191	0	0	0	48.856614	2.3522219	1/1/2014
247	Santos 	273.25	0	0	71	6	797	0	0	0	-23.9678823	-46.3288865	1/1/2014
248	Pattaya 	270	0	85	0	40	0	800	0	0	12.9276082	100.8770813	1/1/2014
249	Hamburg 	270	0	70	44	172	0	0	0	0	53.5510846	9.9936818	1/1/2014
250	New Vrindavan 	267.5	-88	52	35	92	330	0	0	0	39.9667283	-80.6067728	1/1/2014
251	New Gokula-Braz	257.75	22	9	4	81	781	0	0	0	null	null	1/1/2014
252	Goloka Dhama 	257	-48	52	76	154	0	0	0	0	20.7366812	86.2894149	1/1/2014
253	Abidjan 	227.5	0	72	40	84	6	0	0	0	5.3599517	-4.0082563	1/1/2014
254	Saranagati FarmWeb	226	0	0	42	181	230	360	0	0	null	null	1/1/2014
255	Lusaka 	217.65	0	56	34	36	211	9	0	0	-15.3875259	28.3228165	1/1/2014
256	Bahau 	216	0	108	0	0	0	0	0	6	2.809902	102.398351	1/1/2014
257	Malacca 	213.75	0	22	116	31	121	80	0	1	2.189594	102.2500868	1/1/2014
258	Sharjah 	168.75	0	75	0	0	75	0	0	0	25.3223269	55.5136433	1/1/2014
259	Chernigov 	168.25	0	61	17	7	103	0	0	0	51.4982	31.28935	1/1/2014
260	Managua 	164.5	0	0	8	53	520	0	0	0	12.1149926	-86.2361744	1/1/2014
261	Uruapan 	158.75	0	11	18	35	405	0	0	0	19.4064492	-102.0430476	1/1/2014
262	Ann Harbor 	153	-94	43	24	0	12	400	0	0	42.2808256	-83.7430378	1/1/2014
263	Belem 	151.5	0	3	0	10	562	0	0	0	-1.4557549	-48.4901799	1/1/2014
264	Chapel Hill 	146.75	0	5	85	0	207	0	0	0	35.9131996	-79.0558445	1/1/2014
265	Nikolaev 	134.25	-76	15	27	97	115	0	0	0	46.975033	31.994583	1/1/2014
266	Mafikeng 	132.75	16	1	20	48	347	0	0	0	-25.855978	25.64031	1/1/2014
267	Nibong Tebal 	120.5	-74	4	0	40	370	0	0	0	5.170128	100.4792231	1/1/2014
268	Split 	114.25	136	20	69	5	11	0	0	0	43.5081323	16.4401935	1/1/2014
269	Benin 	113	0	26	18	25	122	0	0	0	9.30769	2.315834	1/1/2014
270	Port Harcourt 	109.5	0	5	36	58	138	0	0	0	4.815554	7.0498442	1/1/2014
271	Terni 	108	-95	32	0	88	0	0	0	0	42.5636168	12.6426604	1/1/2014
272	Natal 	100.75	5	15	40	13	97	0	0	0	-5.7792569	-35.200916	1/1/2014
273	Hartford 	98	0	11	0	13	278	0	0	0	41.7637111	-72.6850932	1/1/2014
