210	Copenhagen 	611.05	0	37	450	0	289	148	0	0	55.6760968	12.5683371	1/1/2013
211	Rybinsk 	609.25	0	147	216	32	333	0	0	0	58.057486	38.8116968	1/1/2013
212	Nova Vrajadhama	587.45	0	17	14	318	1521	2	0	0	null	null	1/1/2013
213	Dar es Salaam 	575.75	0	199	115	13	225	0	0	0	-6.7663054	39.1959729	1/1/2013
214	Cherepovets 	573.25	0	188	104	133	107	0	0	0	59.132333	37.9091811	1/1/2013
215	Mexico Youth To	563	0	160	41	94	620	0	0	0	null	null	1/1/2013
216	Nikolaev 	551.25	-32	215	14	117	195	0	0	0	46.975033	31.994583	1/1/2013
217	Lugansk 	511.25	-66	217	8	71	135	0	0	0	48.574041	39.307815	1/1/2013
218	Bukit-Mertajam	499	-68	100	0	598	0	0	0	5	5.365458	100.4590091	1/1/2013
219	Goloka Dhama 	495.5	-30	38	355	129	0	0	0	0	20.7366812	86.2894149	1/1/2013
220	Nibong Tebal 	472	735	0	0	944	0	0	0	0	5.170128	100.4792231	1/1/2013
221	Alchevsk 	470	-63	92	8	345	422	0	0	0	48.4713393	38.8134407	1/1/2013
222	Florianopolis 	455.65	94	23	92	159	947	14	0	0	-27.5953778	-48.5480499	1/1/2013
223	Vinniza 	445.5	-40	130	26	166	306	0	0	0	49.233083	28.468217	1/1/2013
224	Mombasa 	440.6	-55	139	35	10	470	51	0	2	-4.0434771	39.6682065	1/1/2013
225	Porto Velho-Ron	410.5	0	16	133	120	742	0	0	0	null	null	1/1/2013
226	Khmelnitsky 	408.25	12	129	18	248	33	0	0	0	49.422983	26.987133	1/1/2013
227	Lutsk 	407.25	-30	158	36	86	49	0	0	0	50.747233	25.325383	1/1/2013
228	Asuncion 	404.65	0	18	11	2	1423	9	0	0	-25.2637399	-57.575926	1/1/2013
229	Caruaru 	398.9	0	23	17	135	1072	4	0	0	-8.2849639	-35.9701874	1/1/2013
230	Lome 	390.25	0	14	99	510	33	0	0	0	6.1724969	1.2313618	1/1/2013
231	Rijeka 	383	999	33	10	210	808	0	0	0	45.3270631	14.442176	1/1/2013
232	Lubumbashi 	343	0	89	120	90	0	0	0	0	-11.6876026	27.5026174	1/1/2013
233	Hale Krishna Ha	333.5	0	65	121	99	106	65	0	0	null	null	1/1/2013
234	Kuantan 	330	296	0	0	660	0	0	0	0	3.816667	103.333333	1/1/2013
235	Melaka 	307.5	999	100	0	215	0	0	0	5	2.189594	102.2500868	1/1/2013
236	Ivano-Frankovsk	306	37	19	3	20	1020	0	0	0	48.922633	24.711117	1/1/2013
237	Santo Domingo 	276.75	0	42	29	5	645	0	0	0	18.4860575	-69.9312117	1/1/2013
238	Ubatuba 	272.5	0	40	80	0	450	0	0	0	-23.4336578	-45.0838481	1/1/2013
239	Fortaleza 	269	0	19	77	18	580	0	0	0	-3.7318616	-38.5266704	1/1/2013
240	Vladimir 	260.6	-36	91	35	14	142	11	0	0	56.1445956	40.4178686	1/1/2013
241	Lima 	259	-51	0	0	0	1036	0	0	0	-12.046374	-77.0427934	1/1/2013
242	Stellenbosch 	239	0	44	31	76	328	0	0	0	-33.9321045	18.860152	1/1/2013
243	Georgetown Nima	221.75	0	10	49	78	439	40	0	0	40.6215792	-73.9130382	1/1/2013
244	Johore 	220	999	0	0	440	0	0	0	0	1.4853682	103.7618154	1/1/2013
245	New Gokula-Braz	210.5	-62	7	0	2	782	0	0	0	null	null	1/1/2013
246	Wiesbaden 	209	0	37	94	82	0	0	0	0	50.0782184	8.2397608	1/1/2013
247	Ipoh 	196.5	-33	0	0	393	0	0	0	0	4.597479	101.090106	1/1/2013
248	Recife 	191.5	-84	13	2	0	654	0	0	0	-8.0578381	-34.8828969	1/1/2013
249	Mpumalanga 	183.25	-25	15	46	64	301	0	0	0	-29.8039699	30.6314948	1/1/2013
250	Pointe Noire 	180	0	80	0	40	0	0	0	0	-4.7691623	11.866362	1/1/2013
251	Centro Cul Nita	175.7	0	4	15	115	358	57	0	0	null	null	1/1/2013
252	Tulancingo 	175	-55	0	0	0	700	0	0	0	20.0904802	-98.3690922	1/1/2013
253	Karlovac 	170.5	-12	24	62	71	100	0	0	1	45.4928973	15.5552683	1/1/2013
254	Simpang Empat 	170.5	-48	20	0	261	0	0	0	1	6.02434	100.3832921	1/1/2013
255	Osijek 	162.25	-83	25	58	69	79	0	0	1	45.5549624	18.6955144	1/1/2013
256	Guarulhos 	159.75	0	12	1	6	527	0	0	0	-23.4542498	-46.5337925	1/1/2013
257	Berezniki 	152.25	-84	22	8	4	393	0	0	0	59.4131827	56.7849318	1/1/2013
258	"Hillsborough,0.0,152.0,0,51,50,0,0,0,0,36.0754183,-79.0997347,"												1/1/2013
259	Brazaville 	143.25	0	49	20	40	21	0	0	0	-4.2633597	15.2428853	1/1/2013
260	Minneapolis 	141.5	0	45	19	65	0	0	0	3	44.977753	-93.2650108	1/1/2013
261	New Navadvip Es	141.5	0	54	0	0	134	0	0	0	null	null	1/1/2013
262	Tegucigalpa 	140.5	0	2	5	1	520	10	0	0	14.0722751	-87.192136	1/1/2013
263	Sungei Siput 	139.5	66	0	0	279	0	0	0	0	4.819012	101.0737181	1/1/2013
264	Teluk Intan 	123	-54	0	0	246	0	0	0	0	4.022424	101.0206249	1/1/2013
265	San Salvador 	117.5	-54	10	0	12	350	40	0	0	13.6929403	-89.2181911	1/1/2013
266	Mafikeng 	114.25	-17	1	1	61	323	0	0	0	-25.855978	25.64031	1/1/2013
267	Taiping 	111	-38	0	0	222	0	0	0	0	4.851932	100.7416339	1/1/2013
268	Salvador 	108.35	0	18	1	0	267	46	0	0	13.794185	-88.89653	1/1/2013
269	Alor Setar 	107	-21	0	0	214	0	0	0	0	6.1248	100.3678178	1/1/2013
270	Kasai 	104	0	52	0	0	0	0	0	0	-7.2577043	19.6244324	1/1/2013
271	Chernigov 	103	-66	34	8	14	80	0	0	0	51.4982	31.28935	1/1/2013
272	Texarkana 	98.25	0	42	0	1	47	20	0	1	33.425125	-94.0476882	1/1/2013
273	Natal 	96	0	3	0	0	360	0	0	0	-5.7792569	-35.200916	1/1/2013
274	Seattle 	95.75	0	30	0	5	133	0	0	0	47.6062095	-122.3320708	1/1/2013
275	Arkadelphia 	84.4	0	19	8	31	90	4	0	0	34.1209292	-93.0537839	1/1/2013
276	Hamburg 	79	0	26	12	30	0	0	0	0	53.5510846	9.9936818	1/1/2013
277	Pula 	65.25	263	2	22	63	31	0	0	0	44.8666232	13.8495788	1/1/2013
